row_id,playerID,year,position,age,avg_salary_year,free_agent_salary,contract_length,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,InnOuts,PO,A,E,DP,PB,WP,ZR,won_cy_young,won_mvp,won_gold_glove,won_silver_slugger,all_star
clarkto02_2008,clarkto02,2008,1B,36,3136517.137850467,800000.0,1.0,504,56,115,14,1,26,91,0,0,65,154,6,3,0,4,21,2592.0,871.0,68.0,6.0,96.0,0.0,0.0,,0,0,0,0,0
coraal01_2008,coraal01,2008,2B,33,3136517.137850467,2000000.0,1.0,594,75,148,25,9,4,45,8,4,42,65,4,24,12,3,12,4511.0,260.0,512.0,18.0,135.0,0.0,0.0,,0,0,0,0,0
counscr01_2008,counscr01,2008,2B,38,3136517.137850467,1000000.0,1.0,902,118,213,40,7,8,68,22,11,118,136,5,17,9,5,13,6014.0,290.0,667.0,14.0,137.0,0.0,0.0,,0,0,0,0,0
credejo01_2008,credejo01,2008,3B,30,3136517.137850467,2500000.0,1.0,1046,130,273,54,1,51,171,0,6,68,127,1,11,0,12,29,7449.0,207.0,643.0,34.0,74.0,0.0,0.0,,0,0,0,0,1
dunnad01_2008,dunnad01,2008,OF,29,3136517.137850467,10000000.0,2.0,1600,279,391,74,2,120,298,18,3,335,523,33,18,1,12,27,11457.0,900.0,24.0,30.0,18.0,0.0,0.0,,0,0,0,0,0
eckstda01_2008,eckstda01,2008,SS,33,3136517.137850467,850000.0,1.0,1258,158,366,62,1,7,81,19,8,86,95,1,36,19,13,23,7962.0,448.0,898.0,35.0,197.0,0.0,0.0,,0,0,0,0,1
everead01_2008,everead01,2008,SS,31,3136517.137850467,1000000.0,1.0,861,89,201,45,8,10,94,13,8,60,117,6,6,17,8,8,6578.0,359.0,821.0,22.0,172.0,0.0,0.0,,0,0,0,0,0
floydcl01_2008,floydcl01,2008,OF,36,3136517.137850467,750000.0,1.0,860,117,227,42,2,31,128,7,0,92,163,10,22,0,8,15,3940.0,249.0,4.0,2.0,0.0,0.0,0.0,,0,0,0,0,0
garcino01_2008,garcino01,2008,1B,35,3136517.137850467,1000000.0,1.0,1063,145,307,57,2,35,180,7,2,88,82,16,9,0,10,33,6877.0,1727.0,266.0,20.0,184.0,0.0,0.0,,0,0,0,0,1
hinsker01_2008,hinsker01,2008,1B,31,3136517.137850467,1500000.0,1.0,844,127,207,50,6,39,115,15,5,110,221,8,6,0,2,28,4988.0,675.0,63.0,7.0,48.0,0.0,0.0,,0,0,0,0,0
howarry01_2008,howarry01,2008,1B,29,3136517.137850467,18000000.0,3.0,1720,303,477,77,5,153,431,2,1,296,579,89,17,0,19,31,12167.0,3972.0,295.0,45.0,391.0,0.0,0.0,,0,0,0,0,1
hudsoor01_2008,hudsoor01,2008,2B,31,3136517.137850467,3364877.0,1.0,1503,210,442,91,21,33,171,23,9,171,227,8,6,12,14,56,10311.0,768.0,1181.0,32.0,272.0,0.0,0.0,,0,0,1,0,1
ibanera01_2008,ibanera01,2008,OF,36,3136517.137850467,10499999.333333334,3.0,1834,268,534,111,13,77,338,4,8,182,322,30,7,0,19,40,11553.0,827.0,30.0,13.0,3.0,0.0,0.0,,0,0,0,0,0
izturce01_2008,izturce01,2008,SS,28,3136517.137850467,2500000.0,2.0,920,95,237,33,6,2,58,28,13,60,59,6,9,7,3,17,6466.0,322.0,710.0,25.0,145.0,0.0,0.0,,0,0,0,0,0
kaplega01_2008,kaplega01,2008,OF,33,3136517.137850467,1000018.0,1.0,359,57,102,24,2,10,50,4,2,27,54,0,4,1,1,8,2313.0,184.0,5.0,1.0,1.0,0.0,0.0,,0,0,0,0,0
kotsama01_2008,kotsama01,2008,OF,33,3136517.137850467,1500000.0,1.0,1110,122,293,68,7,14,128,9,8,95,120,7,2,5,8,36,7291.0,690.0,17.0,7.0,19.0,0.0,0.0,,0,0,0,0,0
larueja01_2008,larueja01,2008,C,34,3136517.137850467,950000.0,1.0,524,53,97,22,1,16,55,2,0,59,137,10,17,9,5,15,4236.0,981.0,80.0,9.0,14.0,7.0,0.0,,0,0,0,0,0
lopezfe01_2008,lopezfe01,2008,SS,28,3136517.137850467,3500000.0,1.0,1701,232,453,80,11,26,148,76,29,177,317,4,9,18,12,33,11075.0,609.0,1097.0,63.0,229.0,0.0,0.0,,0,0,0,0,0
loretma01_2008,loretma01,2008,1B,37,3136517.137850467,1250000.0,1.0,1356,154,386,71,2,13,138,5,3,122,134,2,17,5,11,40,8282.0,715.0,816.0,15.0,190.0,0.0,0.0,,0,0,0,0,1
milesaa01_2008,milesaa01,2008,2B,32,3136517.137850467,2450000.0,2.0,1219,152,352,51,8,8,93,7,5,86,119,12,3,11,9,32,7887.0,575.0,837.0,35.0,209.0,0.0,0.0,,0,0,0,0,0
nixja01_2008,nixja01,2008,2B,26,3136517.137850467,400000.0,1.0,56,2,7,2,0,0,2,1,0,7,17,2,1,1,0,1,430.0,27.0,61.0,0.0,9.0,0.0,0.0,,0,0,0,0,0
nortogr01_2008,nortogr01,2008,1B,36,3136517.137850467,800000.0,1.0,683,101,185,36,0,28,103,2,6,105,168,9,3,1,3,10,2009.0,314.0,15.0,6.0,20.0,0.0,0.0,,0,0,0,0,0
ramirma02_2008,ramirma02,2008,OF,36,3136517.137850467,21274750.0,2.0,1484,265,470,96,3,92,311,3,1,258,318,53,19,0,20,51,9000.0,547.0,22.0,7.0,2.0,0.0,0.0,,0,0,0,0,1
riverju01_2008,riverju01,2008,OF,30,3136517.137850467,4250000.0,3.0,747,99,214,41,0,37,138,1,5,50,96,0,7,0,14,29,4079.0,305.0,18.0,9.0,2.0,0.0,0.0,,0,0,0,0,0
rodriiv01_2008,rodriiv01,2008,C,37,3136517.137850467,1500000.0,1.0,1447,168,415,79,10,31,167,20,6,58,249,7,5,8,6,47,9282.0,2251.0,173.0,14.0,29.0,17.0,0.0,,0,0,1,0,1
rossda01_2008,rossda01,2008,C,31,3136517.137850467,1500000.0,2.0,700,87,158,34,1,41,104,0,1,99,206,15,4,15,8,16,5573.0,1488.0,112.0,16.0,16.0,16.0,0.0,,0,0,0,0,0
sullico01_2008,sullico01,2008,OF,29,3136517.137850467,,1.0,549,69,148,32,12,4,48,13,6,41,130,4,4,20,6,10,3415.0,306.0,5.0,1.0,1.0,0.0,0.0,,0,0,0,0,0
taverwi01_2008,taverwi01,2008,OF,27,3136517.137850467,2925000.0,2.0,1380,211,386,47,9,4,80,134,25,91,222,0,23,33,6,11,8471.0,829.0,22.0,16.0,5.0,0.0,0.0,,0,0,0,0,0
treanma01_2008,treanma01,2008,C,32,3136517.137850467,750000.0,1.0,534,46,131,20,2,8,56,1,1,56,116,6,13,9,5,8,4215.0,1212.0,71.0,14.0,7.0,7.0,0.0,,0,0,0,0,0
wiggity01_2008,wiggity01,2008,3B,31,3136517.137850467,3000000.0,2.0,1377,176,384,80,2,69,204,11,13,105,279,4,22,1,14,36,9061.0,745.0,599.0,25.0,119.0,0.0,0.0,,0,0,0,0,0
barajro01_2009,barajro01,2009,C,34,3277646.979089791,500000.0,1.0,900,103,212,50,0,34,130,1,1,58,161,5,10,4,11,18,6272.0,1760.0,122.0,12.0,19.0,9.0,0.0,,0,0,0,0,0
belliro01_2009,belliro01,2009,2B,34,3277646.979089791,825000.0,1.0,1071,133,306,71,2,32,143,9,2,91,186,2,4,8,7,28,6891.0,706.0,579.0,24.0,165.0,0.0,0.0,,0,0,0,0,0
blanche01_2009,blanche01,2009,C,38,3277646.979089791,750000.0,1.0,378,39,92,18,0,9,32,0,0,34,84,3,0,4,2,9,2677.0,792.0,48.0,2.0,7.0,7.0,0.0,,0,0,0,0,0
buckjo01_2009,buckjo01,2009,C,29,3277646.979089791,2000000.0,1.0,903,105,206,53,5,35,132,1,5,87,243,2,17,1,11,25,6724.0,1757.0,67.0,24.0,16.0,9.0,0.0,,0,0,0,0,0
byrdma01_2009,byrdma01,2009,OF,32,3277646.979089791,5000000.0,3.0,1364,196,402,88,14,40,212,20,9,107,248,8,24,2,18,30,9336.0,836.0,22.0,12.0,9.0,0.0,0.0,,0,0,0,0,0
byrneer01_2009,byrneer01,2009,OF,33,3277646.979089791,400000.0,1.0,1071,157,276,57,10,35,137,63,14,85,164,5,15,3,6,21,6831.0,547.0,16.0,9.0,1.0,0.0,0.0,,0,0,0,0,0
camermi01_2009,camermi01,2009,OF,36,3277646.979089791,7750000.0,2.0,1559,235,382,90,11,70,218,42,13,196,458,5,18,3,11,25,10961.0,1062.0,14.0,10.0,3.0,0.0,0.0,,0,0,0,0,0
carroja01_2009,carroja01,2009,2B,35,3277646.979089791,1910677.0,2.0,889,158,234,32,7,5,84,17,7,98,162,1,16,19,6,12,6120.0,332.0,620.0,17.0,132.0,0.0,0.0,,0,0,0,0,0
churcry01_2009,churcry01,2009,OF,31,3277646.979089791,1500000.0,1.0,1148,157,314,85,2,31,159,11,7,115,248,13,14,3,8,32,7762.0,681.0,17.0,6.0,7.0,0.0,0.0,,0,0,0,0,0
coraal01_2009,coraal01,2009,2B,34,3277646.979089791,1850000.0,1.0,630,75,160,29,8,4,45,10,5,48,64,4,21,16,4,10,4567.0,317.0,494.0,19.0,123.0,0.0,0.0,,0,0,0,0,0
costech01_2009,costech01,2009,1B,36,3277646.979089791,650000.0,1.0,608,58,154,33,0,16,76,0,1,42,126,3,13,6,3,13,4044.0,1065.0,54.0,4.0,28.0,6.0,0.0,,0,0,0,0,0
counscr01_2009,counscr01,2009,2B,39,3277646.979089791,2100000.0,1.0,934,123,233,48,11,8,77,10,7,129,143,5,14,10,8,24,6200.0,310.0,617.0,10.0,124.0,0.0,0.0,,0,0,0,0,0
crispco01_2009,crispco01,2009,OF,30,3277646.979089791,5000000.0,1.0,1067,170,284,54,15,16,115,61,15,114,166,2,3,21,10,22,7543.0,762.0,11.0,6.0,5.0,0.0,0.0,,0,0,0,0,0
crosbbo01_2009,crosbbo01,2009,SS,29,3277646.979089791,1000000.0,1.0,1143,141,264,65,3,21,121,19,6,94,202,1,4,4,6,36,8118.0,604.0,766.0,39.0,197.0,0.0,0.0,,0,0,0,0,0
damonjo01_2009,damonjo01,2009,OF,36,3277646.979089791,8000000.0,1.0,1638,295,467,90,10,53,216,68,11,201,259,2,5,5,5,18,8167.0,655.0,12.0,10.0,3.0,0.0,0.0,,0,0,0,0,0
derosma01_2009,derosma01,2009,1B,34,3277646.979089791,6000000.0,2.0,1522,245,420,81,7,54,237,10,4,174,320,3,23,7,17,37,10759.0,692.0,652.0,31.0,117.0,0.0,0.0,,0,0,0,0,0
everead01_2009,everead01,2009,SS,32,3277646.979089791,1550000.0,1.0,692,80,160,38,2,7,79,9,4,48,107,1,6,22,8,12,5529.0,318.0,624.0,29.0,137.0,0.0,0.0,,0,0,0,0,0
felizpe01_2009,felizpe01,2009,3B,34,3277646.979089791,4500000.0,1.0,1562,166,401,77,6,46,212,2,3,97,192,8,4,5,10,41,10788.0,309.0,839.0,34.0,87.0,0.0,0.0,,0,0,0,0,0
giambja01_2009,giambja01,2009,1B,38,3277646.979089791,1750000.0,1.0,1005,142,232,41,1,59,186,3,1,173,257,8,37,0,12,13,4509.0,1448.0,61.0,13.0,135.0,0.0,0.0,,0,0,0,0,0
glaustr01_2009,glaustr01,2009,3B,33,3277646.979089791,1750000.0,1.0,958,131,253,54,2,47,163,0,2,151,214,5,8,0,8,22,6752.0,207.0,484.0,17.0,56.0,0.0,0.0,,0,0,0,0,0
gloadro01_2009,gloadro01,2009,1B,33,3277646.979089791,1300000.0,2.0,938,116,258,50,6,16,118,5,6,62,108,10,7,2,14,28,6083.0,1768.0,110.0,9.0,187.0,0.0,0.0,,0,0,0,0,0
greenkh01_2009,greenkh01,2009,SS,30,3277646.979089791,,,1170,140,272,66,5,43,156,11,2,69,263,5,13,2,21,24,8000.0,412.0,857.0,27.0,186.0,0.0,0.0,,0,0,0,0,0
grossga01_2009,grossga01,2009,OF,30,3277646.979089791,750000.0,1.0,810,105,189,44,6,26,100,13,6,117,198,3,3,1,4,9,5600.0,450.0,17.0,7.0,3.0,0.0,0.0,,0,0,0,0,0
hernara02_2009,hernara02,2009,1B,33,3277646.979089791,3868376.0,1.0,1114,114,287,53,2,29,164,2,3,101,155,6,14,5,13,25,7827.0,1953.0,127.0,21.0,44.0,19.0,0.0,,0,0,0,0,0
hinsker01_2009,hinsker01,2009,OF,32,3277646.979089791,1000000.0,1.0,757,115,178,45,4,34,106,14,3,102,194,7,11,0,4,22,4667.0,614.0,53.0,6.0,40.0,0.0,0.0,,0,0,0,0,0
hollima01_2009,hollima01,2009,OF,29,3277646.979089791,16602224.714285715,7.0,1756,321,571,127,11,85,334,53,13,209,331,21,28,0,13,45,11899.0,811.0,23.0,11.0,4.0,0.0,0.0,,0,0,0,1,1
hudsoor01_2009,hudsoor01,2009,2B,32,3277646.979089791,5000000.0,1.0,1475,197,432,92,18,27,166,22,4,172,248,7,8,17,15,55,10081.0,783.0,1030.0,27.0,233.0,0.0,0.0,,0,0,1,0,1
huffau01_2009,huffau01,2009,1B,33,3277646.979089791,3000000.0,1.0,1684,223,465,112,8,62,265,5,7,152,263,16,9,0,16,37,5515.0,1455.0,187.0,11.0,144.0,0.0,0.0,,0,0,0,1,0
johjike01_2009,johjike01,2009,C,33,3277646.979089791,,,1103,105,284,59,0,30,122,4,4,46,102,1,24,2,5,38,7560.0,1850.0,125.0,11.0,25.0,16.0,0.0,,0,0,0,0,0
johnske05_2009,johnske05,2009,2B,27,3277646.979089791,2350000.0,1.0,1371,224,369,85,19,36,166,27,13,163,284,6,9,17,8,15,9023.0,624.0,1030.0,38.0,228.0,0.0,0.0,,0,0,0,0,0
johnsre02_2009,johnsre02,2009,OF,33,3277646.979089791,800000.0,1.0,773,106,208,44,4,12,86,11,9,48,151,1,29,11,6,15,4985.0,388.0,9.0,2.0,2.0,0.0,0.0,,0,0,0,0,0
jonesan01_2009,jonesan01,2009,OF,32,3277646.979089791,500000.0,1.0,1062,147,220,53,3,46,151,10,4,142,286,7,11,0,13,28,6092.0,591.0,5.0,3.0,7.0,0.0,0.0,,0,0,1,0,0
kendaja01_2009,kendaja01,2009,C,35,3277646.979089791,3000000.0,2.0,1434,139,349,69,5,7,133,18,9,127,145,15,39,17,10,24,10916.0,2755.0,213.0,23.0,21.0,20.0,0.0,,0,0,0,0,0
larueja01_2009,larueja01,2009,C,35,3277646.979089791,950000.0,1.0,437,41,85,20,1,10,40,2,0,35,108,1,13,7,4,15,3470.0,788.0,55.0,8.0,5.0,5.0,0.0,,0,0,0,0,0
langery01_2009,langery01,2009,OF,29,3277646.979089791,525000.0,1.0,422,56,83,18,5,12,45,5,2,68,140,4,4,6,5,5,3117.0,293.0,4.0,2.0,2.0,0.0,0.0,,0,0,0,0,0
lopezfe01_2009,lopezfe01,2009,2B,29,3277646.979089791,1000000.0,1.0,1688,222,471,91,11,24,153,38,23,167,291,7,9,8,11,29,10837.0,665.0,1127.0,52.0,252.0,0.0,0.0,,0,0,0,0,0
matsuhi01_2009,matsuhi01,2009,OF,35,3277646.979089791,6000000.0,1.0,1340,205,380,66,5,62,238,4,3,175,195,9,10,0,12,23,3523.0,255.0,8.0,4.0,1.0,0.0,0.0,,0,0,0,0,0
mcdonjo03_2009,mcdonjo03,2009,3B,35,3277646.979089791,1500000.0,2.0,664,71,160,35,2,6,62,10,5,22,91,0,6,20,4,8,5249.0,290.0,575.0,21.0,135.0,0.0,0.0,,0,0,0,0,0
molinbe01_2009,molinbe01,2009,C,35,3277646.979089791,4500000.0,1.0,1518,136,422,77,2,55,256,0,0,47,159,10,16,1,24,50,9823.0,2737.0,209.0,18.0,18.0,25.0,0.0,,0,0,0,0,0
morame01_2009,morame01,2009,3B,37,3277646.979089791,1275000.0,1.0,1430,188,391,72,3,45,210,15,13,118,213,7,22,9,14,49,9487.0,277.0,766.0,35.0,66.0,0.0,0.0,,0,0,0,0,0
nadyxa01_2009,nadyxa01,2009,OF,31,3277646.979089791,3300000.0,1.0,1014,135,297,64,2,45,171,5,2,63,210,4,21,0,8,32,6333.0,491.0,17.0,5.0,5.0,0.0,0.0,,0,0,0,0,0
redmomi01_2009,redmomi01,2009,C,38,3277646.979089791,850000.0,1.0,536,46,149,24,1,1,57,0,0,34,53,3,8,0,4,22,3199.0,793.0,41.0,0.0,8.0,2.0,0.0,,0,0,0,0,0
rodriiv01_2009,rodriiv01,2009,C,38,3277646.979089791,3000000.0,2.0,1325,149,357,74,8,28,145,13,5,50,255,3,5,5,7,51,8834.0,2240.0,160.0,18.0,21.0,20.0,0.0,,0,0,1,0,1
schnebr01_2009,schnebr01,2009,C,33,3277646.979089791,1375000.0,2.0,913,74,219,42,1,18,116,0,0,116,130,17,4,10,12,31,7111.0,1772.0,119.0,12.0,10.0,10.0,0.0,,0,0,0,0,0
tejadmi01_2009,tejadmi01,2009,SS,35,3277646.979089791,6000000.0,1.0,1781,247,530,103,5,45,233,14,10,84,175,15,27,1,14,83,11383.0,550.0,1275.0,47.0,279.0,0.0,0.0,,0,0,0,0,1
thomeji01_2009,thomeji01,2009,1B,39,3277646.979089791,1500000.0,1.0,1297,227,332,62,0,92,263,1,1,255,404,23,10,0,10,35,24.0,6.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
uribeju01_2009,uribeju01,2009,SS,30,3277646.979089791,3250000.0,1.0,1235,143,315,66,7,43,163,5,13,81,258,4,6,15,11,18,9254.0,540.0,937.0,34.0,194.0,0.0,0.0,,0,0,0,0,0
vizquom01_2009,vizquom01,2009,SS,42,3277646.979089791,1375000.0,1.0,956,95,232,35,6,5,88,23,10,81,104,15,1,26,6,18,6902.0,366.0,770.0,11.0,169.0,0.0,0.0,,0,0,0,0,0
winnra01_2009,winnra01,2009,OF,35,3277646.979089791,1100000.0,1.0,1729,222,502,113,8,26,180,56,7,150,266,11,8,8,22,24,11308.0,958.0,17.0,5.0,4.0,0.0,0.0,,0,0,0,0,0
ankieri01_2010,ankieri01,2010,OF,31,3278746.825301205,1500000.0,1.0,996,146,244,55,5,42,133,9,5,94,270,9,10,0,7,16,6688.0,580.0,14.0,17.0,5.0,0.0,0.0,,0,0,0,0,0
barajro01_2010,barajro01,2010,C,35,3278746.825301205,3250000.0,1.0,1091,126,259,56,0,47,167,1,0,50,191,8,16,4,15,19,7688.0,2188.0,134.0,15.0,21.0,11.0,0.0,,0,0,0,0,0
beltrad01_2010,beltrad01,2010,3B,31,3278746.825301205,16000000.0,6.0,1594,212,456,105,3,61,223,23,5,109,246,21,14,0,13,55,10618.0,341.0,781.0,47.0,77.0,0.0,0.0,,0,0,1,1,1
berkmla01_2010,berkmla01,2010,1B,34,3278746.825301205,8000000.0,1.0,1418,235,399,100,6,68,244,28,10,273,291,39,8,0,9,44,9744.0,3097.0,322.0,13.0,312.0,0.0,0.0,,0,0,0,0,1
blumge01_2010,blumge01,2010,1B,37,3278746.825301205,1350000.0,2.0,908,92,226,38,3,26,124,1,3,69,148,8,11,0,13,17,5859.0,304.0,429.0,13.0,51.0,0.0,0.0,,0,0,0,0,0
buckjo01_2010,buckjo01,2010,C,30,3278746.825301205,6000000.0,3.0,965,117,244,60,5,37,150,1,4,67,262,3,13,1,11,20,6750.0,1793.0,78.0,21.0,16.0,10.0,0.0,,0,0,0,0,1
burrepa01_2010,burrepa01,2010,OF,34,3278746.825301205,1000000.0,1.0,1321,169,319,70,4,67,214,2,2,216,360,14,4,0,17,23,5518.0,325.0,16.0,4.0,1.0,0.0,0.0,,0,0,0,0,0
cabreor01_2010,cabreor01,2010,SS,36,3278746.825301205,1000000.0,1.0,1811,240,502,102,4,21,176,43,14,120,195,2,4,14,26,49,11427.0,665.0,1200.0,52.0,259.0,0.0,0.0,,0,0,0,0,0
cabreme01_2010,cabreme01,2010,OF,26,3278746.825301205,1250000.0,1.0,1357,158,353,67,5,25,147,26,5,114,181,20,8,13,10,34,9801.0,797.0,18.0,11.0,4.0,0.0,0.0,,0,0,0,0,0
cairomi01_2010,cairomi01,2010,2B,36,3278746.825301205,1000000.0,2.0,466,70,125,28,3,5,53,9,2,35,66,0,9,9,4,11,2913.0,564.0,110.0,5.0,72.0,0.0,0.0,,0,0,0,0,0
cantujo01_2010,cantujo01,2010,1B,28,3278746.825301205,850000.0,1.0,1685,209,464,112,1,56,251,9,3,116,287,11,22,1,19,45,10628.0,1509.0,456.0,51.0,171.0,0.0,0.0,,0,0,0,0,0
counscr01_2010,counscr01,2010,2B,40,3278746.825301205,1400000.0,1.0,856,108,222,44,9,7,74,7,6,109,125,1,12,7,7,17,5312.0,263.0,534.0,14.0,110.0,0.0,0.0,,0,0,0,0,0
crawfca02_2010,crawfca02,2010,OF,29,3278746.825301205,19738071.166666668,7.0,1649,275,490,70,31,42,215,132,33,127,263,5,13,5,15,19,10412.0,866.0,15.0,10.0,1.0,0.0,0.0,,0,0,1,1,1
damonjo01_2010,damonjo01,2010,OF,37,3278746.825301205,5250000.0,1.0,1644,283,469,99,13,49,204,52,9,204,270,3,5,6,3,19,6994.0,510.0,11.0,9.0,3.0,0.0,0.0,,0,0,0,0,0
diazma02_2010,diazma02,2010,OF,32,3278746.825301205,2125000.0,2.0,730,92,205,37,6,22,103,19,8,51,166,5,18,7,3,24,4753.0,309.0,5.0,6.0,1.0,0.0,0.0,,0,0,0,0,0
dunnad01_2010,dunnad01,2010,1B,31,3278746.825301205,14000000.0,4.0,1621,245,413,88,2,116,308,2,3,315,540,39,20,0,11,25,11287.0,2238.0,144.0,40.0,197.0,0.0,0.0,,0,0,0,0,0
gibboja01_2010,gibboja01,2010,1B,33,3278746.825301205,650000.0,1.0,75,11,21,2,0,5,17,0,1,4,14,0,0,0,1,2,373.0,41.0,3.0,1.0,1.0,0.0,0.0,,0,0,0,0,0
hairssc01_2010,hairssc01,2010,OF,30,3278746.825301205,1100000.0,1.0,1051,126,257,55,5,44,131,20,5,84,236,3,12,4,11,14,6701.0,552.0,11.0,8.0,2.0,0.0,0.0,,0,0,0,0,0
hernara02_2010,hernara02,2010,1B,34,3278746.825301205,2947318.0,1.0,1063,104,286,53,3,27,150,1,0,94,145,6,13,8,12,24,7521.0,1930.0,132.0,18.0,46.0,12.0,0.0,,0,0,0,0,0
izturce01_2010,izturce01,2010,SS,30,3278746.825301205,1500000.0,1.0,1274,126,317,37,8,4,82,47,15,72,117,2,15,14,4,28,9605.0,556.0,1092.0,28.0,225.0,0.0,0.0,,0,0,0,0,0
jonesan01_2010,jonesan01,2010,OF,33,3278746.825301205,1500000.0,1.0,768,105,157,38,2,39,105,14,4,117,221,3,6,0,6,27,3924.0,331.0,10.0,4.0,8.0,0.0,0.0,,0,0,0,0,0
kearnau01_2010,kearnau01,2010,OF,30,3278746.825301205,1300000.0,1.0,890,115,208,37,3,20,98,7,4,113,230,3,23,0,3,39,6145.0,499.0,10.0,8.0,1.0,0.0,0.0,,0,0,0,0,0
konerpa01_2010,konerpa01,2010,1B,34,3278746.825301205,12167168.666666666,3.0,1532,223,427,79,3,89,261,3,1,195,279,15,22,0,17,41,9717.0,3238.0,237.0,18.0,330.0,0.0,0.0,,0,0,0,0,1
kotsama01_2010,kotsama01,2010,OF,35,3278746.825301205,800000.0,1.0,916,91,241,51,6,18,103,6,9,79,102,9,0,2,4,29,4955.0,831.0,52.0,2.0,53.0,0.0,0.0,,0,0,0,0,0
lairdge01_2010,lairdge01,2010,C,31,3278746.825301205,1000000.0,1.0,1027,125,244,58,2,15,99,10,5,81,188,2,19,20,10,23,7575.0,1884.0,168.0,16.0,20.0,20.0,0.0,,0,0,0,0,0
leede02_2010,leede02,2010,1B,35,3278746.825301205,7250000.0,1.0,1702,264,486,112,5,74,281,10,5,220,362,10,5,0,12,62,11334.0,3348.0,320.0,22.0,307.0,0.0,0.0,,0,0,0,0,0
martiru01_2010,martiru01,2010,C,27,3278746.825301205,4000000.0,1.0,1389,195,363,57,0,25,148,35,14,207,224,24,20,3,6,41,9905.0,2764.0,232.0,31.0,22.0,14.0,0.0,,0,0,0,0,1
martivi01_2010,martivi01,2010,1B,32,3278746.825301205,12500000.0,4.0,1347,182,401,82,2,45,222,2,0,139,158,12,4,0,14,46,8404.0,2291.0,120.0,19.0,80.0,10.0,0.0,,0,0,0,0,1
matsuhi01_2010,matsuhi01,2010,OF,36,3278746.825301205,4250000.0,1.0,1275,160,356,62,2,58,219,0,2,169,220,13,8,0,6,24,952.0,58.0,3.0,1.0,1.0,0.0,0.0,,0,0,0,0,0
morame01_2010,morame01,2010,3B,38,3278746.825301205,2350000.0,1.0,1279,160,353,61,7,38,197,8,11,102,183,6,24,6,9,36,8382.0,363.0,637.0,34.0,71.0,0.0,0.0,,0,0,0,0,0
nadyxa01_2010,nadyxa01,2010,OF,32,3278746.825301205,1750000.0,1.0,900,113,258,54,1,31,132,2,1,57,194,2,17,1,8,28,5437.0,718.0,51.0,6.0,52.0,0.0,0.0,,0,0,0,0,0
navardi01_2010,navardi01,2010,C,26,3278746.825301205,1000000.0,1.0,927,92,232,47,0,16,93,5,7,64,120,2,9,16,6,33,6791.0,1841.0,122.0,14.0,19.0,12.0,0.0,,0,0,0,0,1
nievewi01_2010,nievewi01,2010,C,33,3278746.825301205,775000.0,1.0,558,45,136,23,1,5,62,1,1,38,103,4,4,9,8,20,4195.0,1029.0,92.0,14.0,12.0,8.0,0.0,,0,0,0,0,0
ordonma01_2010,ordonma01,2010,OF,36,3278746.825301205,10000000.0,1.0,1349,182,420,73,5,42,212,5,6,144,179,4,3,0,10,60,7647.0,504.0,21.0,10.0,4.0,0.0,0.0,,0,0,0,0,0
overbly01_2010,overbly01,2010,1B,33,3278746.825301205,5000000.0,1.0,1501,206,389,104,5,51,200,2,2,215,342,16,6,1,11,41,11192.0,3654.0,358.0,13.0,375.0,0.0,0.0,,0,0,0,0,0
pauliro01_2010,pauliro01,2010,C,29,3278746.825301205,,1.0,673,63,172,33,1,14,82,2,0,61,123,7,0,1,5,23,4748.0,1353.0,109.0,10.0,8.0,10.0,0.0,,0,0,0,0,0
pierzaj01_2010,pierzaj01,2010,C,34,3278746.825301205,4000000.0,2.0,1512,166,429,82,2,35,165,5,5,58,162,13,15,12,11,49,9993.0,2657.0,165.0,19.0,21.0,15.0,0.0,,0,0,0,0,0
puntoni01_2010,puntoni01,2010,2B,33,3278746.825301205,750000.0,1.0,949,123,238,45,6,4,86,37,11,121,177,4,2,22,11,20,7570.0,475.0,793.0,25.0,158.0,0.0,0.0,,0,0,0,0,0
ramirma02_2010,ramirma02,2010,OF,38,3278746.825301205,2020000.0,1.0,1169,202,364,76,3,65,226,4,2,204,266,49,24,0,8,30,6437.0,397.0,12.0,10.0,2.0,0.0,0.0,,0,0,0,0,1
renteed01_2010,renteed01,2010,SS,34,3278746.825301205,2068391.0,1.0,1206,145,318,52,5,18,125,16,5,97,176,9,1,9,11,44,8394.0,438.0,813.0,34.0,181.0,0.0,0.0,,0,0,0,0,0
stairma01_2010,stairma01,2010,OF,42,3278746.825301205,850000.0,1.0,539,75,128,22,1,24,82,3,1,76,152,14,8,0,4,11,919.0,72.0,3.0,0.0,3.0,0.0,0.0,,0,0,0,0,0
tejadmi01_2010,tejadmi01,2010,SS,36,3278746.825301205,6500000.0,1.0,1903,246,549,110,4,42,223,14,9,73,187,9,28,2,14,77,12137.0,538.0,1279.0,50.0,264.0,0.0,0.0,,0,0,0,0,1
thamema01_2010,thamema01,2010,OF,33,3278746.825301205,1000000.0,1.0,786,105,202,30,1,50,125,0,5,72,228,2,4,0,11,14,2562.0,218.0,6.0,8.0,13.0,0.0,0.0,,0,0,0,0,0
thomeji01_2010,thomeji01,2010,,40,3278746.825301205,3000000.0,1.0,1141,196,291,59,2,82,226,1,0,220,352,16,6,0,9,33,,,,,,,,,0,0,0,0,0
